Condition,whspr-small,owsm4,owsm-ctc4,wavlm-large,wav2vec2-large-xlsr,wav2vec2-base-lm
0.5,0.05,0.1028,0.0558,0.1383,0.1547,
1.0,0.0343,0.0485,0.0293,0.0726,0.0944354112554112,0.0761
1.5,0.2341,0.3269,0.284,0.4087,0.333,
2.5,0.7023,0.877,0.8767,0.7533,0.6683,
