Condition,whspr-small,owsm4,owsm-ctc4,wavlm-large,wav2vec2-large-xlsr,wav2vec2-base-lm
0.5,0.0544,0.08345109501127065,0.0421,0.1133,0.14158974818532127,0.23783493144547002
1.0,0.0321,0.0369553378783596,0.0249,0.0629846898329737,0.0945425217313379,0.0598
1.5,0.2066,0.2563505139004736,0.2365,0.3715042015068899,0.3219684697415677,0.5380824033033013
2.5,0.9427,0.8982125500630743,0.9063,0.7511563622326235,0.6690150068588997,0.7572294181309326
