Condition,whspr-small,owsm4,owsm-ctc4,wavlm-large,wav2vec2-large-xlsr,wav2vec2-base-lm
0.5,0.053285871499802996,0.07590676144817325,0.04056788291630134,0.11193054455076763,0.13927663469034948,0.2271135832155267
1.0,0.0312087433478965,0.0352667176699186,0.0245036398610667,0.0617121724229021,0.093029897124518,0.0581919343648329
1.5,0.19563170405683922,0.24163383170507907,0.23029688924916406,0.36711782034399904,0.315283157901853,0.5268235836145101
2.5,0.6470398036213905,0.873036711864175,0.8847169037199125,0.7435664402563857,0.6575968506511197,0.7439739903146707
