Distortion,whspr-small,owsm-ctc4,wavlm-large,wav2vec2-large-xlrs,wav2vec2-base-lm
0.5,0.0781974025974026,0.09351948051948052,0.3713683116883117,0.3744014718614718,0.6138060606060606
1.5,0.3389679653679654,0.40209194805194803,0.7209425974025974,0.6174431168831168,0.8495649350649351
2.5,0.8560361904761905,0.9422887445887446,0.9619458874458874,0.9243897835497835,0.9593088311688314
