Condition,ft-whspr-small,whspr-small
clean,0.03179909972633335,0.0321
20ms,0.041629040374447666,0.0381
31ms,0.06323285102745628,0.0577
40ms,0.04576506028249016,0.1743814926895848
50ms,0.04232527039230149,0.45538957860850504
62ms,0.048467259955744586,1.1664
80ms,0.2570536372848408,2.0522517181716036
