Condition,ft-whspr-small
clean,0.055822482025546814
mid_only_1_3,2.9900321920216175
low_mid_1_3,2.6351823640111123
high_mid_1_3,2.1379983042318376
low_high_1_3,2.752645329399519
mid_only_2_3,0.2529176173767983
mid_only_1.0,0.3507000213694362
all_bands_1_3,0.9646852833518306
