# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeTotalNS,1751140431287000000,1751140491288000000,212064282
FlushQueue.tasksExecuted,1751140431287000000,1751140491288000000,0
WriteAction.executionsCount,1751140431287000000,1751140491288000000,0
Indexing.writesQueuedMax,1751140431287000000,1751140491288000000,0
Indexing.writer_4.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexing.totalTimeIndexersSleptMs,1751140431287000000,1751140491288000000,0
Indexing.writer_6.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexes.entries.lookups,1751140431287000000,1751140491288000000,0
Indexing.cache.totalCacheEvicted,1751140431287000000,1751140491288000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexes.stubs.lookups,1751140431287000000,1751140491288000000,0
Indexing.cache.totalCacheAccesses,1751140431287000000,1751140491288000000,0
Indexing.writer_5.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexing.cache.totalCacheMisses,1751140431287000000,1751140491288000000,0
Indexes.allKeys.lookups,1751140431287000000,1751140491288000000,0
Indexing.writesQueuedMin,1751140431287000000,1751140491288000000,9223372036854775807
Indexes.stubs.lookupDuration90PMs,1751140431287000000,1751140491288000000,0.0
Indexes.stubs.lookupDurationMaxMs,1751140431287000000,1751140491288000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexes.allKeys.lookupDuration90PMs,1751140431287000000,1751140491288000000,0.0
Indexes.entries.lookupDurationMaxMs,1751140431287000000,1751140491288000000,0.0
Indexes.entries.lookupDurationAvgMs,1751140431287000000,1751140491288000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1751140431287000000,1751140491288000000,0.0
Indexes.stubs.lookupDurationAvgMs,1751140431287000000,1751140491288000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1751140431287000000,1751140491288000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexing.writer_7.totalTimeSpentWritingMs,1751140431287000000,1751140491288000000,0
Indexes.entries.lookupDuration90PMs,1751140431287000000,1751140491288000000,0.0
cacheStateStorage.set.counter,1751140431287000000,1751140491288000000,0
cacheStateStorage.set.duration,1751140431287000000,1751140491288000000,0
cacheStateStorage.get.duration,1751140431287000000,1751140491288000000,0
cacheStateStorage.get.counter,1751140431287000000,1751140491288000000,0
MEM.fileMappingsRamBytes,1751140431287000000,1751140491288000000,11194368
JVM.totalTimeAtSafepointsMs,1751140431287000000,1751140491288000000,0
JVM.totalBytesAllocated,1751140431287000000,1751140491288000000,65487264
JVM.maxThreadCount,1751140431287000000,1751140491288000000,367
JVM.totalSafepointCount,1751140431287000000,1751140491288000000,0
OS.loadAverage,1751140431287000000,1751140491288000000,1.19
JVM.totalDirectByteBuffersBytes,1751140431287000000,1751140491288000000,220267537
JVM.totalCpuTimeMs,1751140431287000000,1751140491288000000,2990
JVM.totalTimeToSafepointsMs,1751140431287000000,1751140491288000000,0
MEM.ramPlusSwapMinusFileMappingsBytes,1751140431287000000,1751140491288000000,3748925440
MEM.ramMinusFileMappingsBytes,1751140431287000000,1751140491288000000,3748925440
JVM.usedNativeBytes,1751140431287000000,1751140491288000000,678338032
MEM.ramBytes,1751140431287000000,1751140491288000000,3760119808
JVM.GC.collectionTimesMs,1751140431287000000,1751140491288000000,0
JVM.newThreadsCount,1751140431287000000,1751140491288000000,0
JVM.usedHeapBytes,1751140431287000000,1751140491288000000,1010815144
JVM.maxHeapBytes,1751140431287000000,1751140491288000000,2147483648
JVM.committedHeapBytes,1751140431287000000,1751140491288000000,2147483648
JVM.GC.collections,1751140431287000000,1751140491288000000,0
JVM.threadCount,1751140431287000000,1751140491288000000,148
jps.facet.change.listener.process.change.events.ms,1751140491288000000,1751140551288000000,0
jps.modifiable.module.model.bridge.disposing.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1751140491288000000,1751140551288000000,0
workspaceModel.sync.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleBridge.before.changed.ms,1751140491288000000,1751140551288000000,0
jps.project.serializers.load.ms,1751140491288000000,1751140551288000000,0
workspaceModel.global.updates.ms,1751140491288000000,1751140551288000000,0
jps.facet.change.listener.before.change.events.ms,1751140491288000000,1751140551288000000,0
jps.global.get.library.ms,1751140491288000000,1751140551288000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1751140491288000000,1751140551288000000,0
jps.library.entities.serializer.load.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.instances.count,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1751140491288000000,1751140551288000000,0
jps.save.global.entities.ms,1751140491288000000,1751140551288000000,0
jps.project.serializers.save.ms,1751140491288000000,1751140551288000000,0
jps.storage.jps.conf.reader.load.component.ms,1751140491288000000,1751140551288000000,0
jps.global.handle.before.change.events.ms,1751140491288000000,1751140551288000000,0
workspaceModel.load.cache.from.file.ms,1751140491288000000,1751140551288000000,0
workspaceModel.do.save.caches.ms,1751140491288000000,1751140551288000000,0
jps.global.initialize.library.bridges.after.loading.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.entities.ms,1751140491288000000,1751140551288000000,0
jps.load.initial.state.ms,1751140491288000000,1751140551288000000,0
jps.global.initialize.library.bridges.ms,1751140491288000000,1751140551288000000,0
jps.app.storage.content.writer.save.component.ms,1751140491288000000,1751140551288000000,0
jps.modifiable.module.model.bridge.load.module.ms,1751140491288000000,1751140551288000000,0
jps.app.storage.content.reader.load.component.ms,1751140491288000000,1751140551288000000,0
jps.load.project.to.empty.storage.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1751140491288000000,1751140551288000000,0
jps.module.iml.entities.serializer.load.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1751140491288000000,1751140551288000000,0
jps.apply.loaded.storage.ms,1751140491288000000,1751140551288000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1751140491288000000,1751140551288000000,0
workspaceModel.global.apply.state.to.project.ms,1751140491288000000,1751140551288000000,0
jps.global.get.library.by.name.ms,1751140491288000000,1751140551288000000,0
workspaceModel.load.cache.metadata.from.file.ms,1751140491288000000,1751140551288000000,0
jps.reload.project.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1751140491288000000,1751140551288000000,0
jps.save.changed.project.entities.ms,1751140491288000000,1751140551288000000,0
jps.facet.change.listener.init.bridge.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1751140491288000000,1751140551288000000,0
jps.modifiable.module.model.bridge.new.module.ms,1751140491288000000,1751140551288000000,0
jps.library.entities.serializer.save.entities.ms,1751140491288000000,1751140551288000000,0
jps.global.get.libraries.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1751140491288000000,1751140551288000000,0
jps.artifact.entities.serializer.load.entities.ms,1751140491288000000,1751140551288000000,0
jps.module.iml.entities.serializer.save.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1751140491288000000,1751140551288000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1751140491288000000,1751140551288000000,0
workspaceModel.save.cache.to.file.ms,1751140491288000000,1751140551288000000,0
jps.modifiable.module.model.bridge.renaming.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1751140491288000000,1751140551288000000,0
workspaceModel.global.updates.count,1751140491288000000,1751140551288000000,0
jps.artifact.entities.serializer.save.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1751140491288000000,1751140551288000000,0
workspaceModel.orphan.listener.update.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleBridge.update.option.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1751140491288000000,1751140551288000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1751140491288000000,1751140551288000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1751140491288000000,1751140551288000000,0
jps.global.handle.changed.events.ms,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsStoredCompressed,1751140491288000000,1751140551288000000,0
FileNameCache.totalMisses,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsStoredSize,1751140491288000000,1751140551288000000,0
VFS.fileByIdCache.misses,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsReadDecompressed,1751140491288000000,1751140551288000000,0
VFS.fileByIdCache.hits,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsRead,1751140491288000000,1751140551288000000,0
FileNameCache.queries,1751140491288000000,1751140551288000000,0
VFS.fileChildByName,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsDeduplicated,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsUncompressedSize,1751140491288000000,1751140551288000000,0
VFS.invertedFileNameIndex.requests,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsStored,1751140491288000000,1751140551288000000,0
VFS.contentStorage.recordsReadSize,1751140491288000000,1751140551288000000,0
writeAction.max.wait.ms,1751140491288000000,1751140551288000000,5247
DiskQueryRelay.tasksExecuted,1751140491288000000,1751140551288000000,0
writeAction.median.wait.ms,1751140491288000000,1751140551288000000,17900
writeAction.count,1751140491288000000,1751140551288000000,0
DiskQueryRelay.tasksRequested,1751140491288000000,1751140551288000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1751140491288000000,1751140551288000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1751140491288000000,1751140551288000000,0
writeAction.wait.ms,1751140491288000000,1751140551288000000,0
FilePageCache.pageHits,1751140491288000000,1751140551288000000,0
StorageLockContext.competingThreads.avg,1751140491288000000,1751140551288000000,0.0
DirectByteBufferAllocator.hits,1751140491288000000,1751140551288000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1751140491288000000,1751140551288000000,0
FilePageCache.maxCacheSizeInBytes,1751140491288000000,1751140551288000000,629153792
FilePageCache.uncachedFileAccess,1751140491288000000,1751140551288000000,0
FilePageCache.totalPageLoadsUs,1751140491288000000,1751140551288000000,0
FilePageCache.totalPageDisposalsUs,1751140491288000000,1751140551288000000,0
StorageLockContext.competingThreads.90P,1751140491288000000,1751140551288000000,0
MappedFileStorage.storages,1751140491288000000,1751140551288000000,17
StreamlinedBlobStorage.recordsRelocated,1751140491288000000,1751140551288000000,0
FilePageCache.pageFastCacheHits,1751140491288000000,1751140551288000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1751140491288000000,1751140551288000000,0
StreamlinedBlobStorage.recordsAllocated,1751140491288000000,1751140551288000000,0
FilePageCache.maxRegisteredFiles,1751140491288000000,1751140551288000000,1772
StreamlinedBlobStorage.recordsDeleted,1751140491288000000,1751140551288000000,0
FilePageCache.pageLoads,1751140491288000000,1751140551288000000,0
FilePageCache.capacityInBytes,1751140491288000000,1751140551288000000,629145600
FilePageCache.disposedBuffers,1751140491288000000,1751140551288000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1751140491288000000,1751140551288000000,23085056
FileChannelInterruptsRetryer.totalRetriedAttempts,1751140491288000000,1751140551288000000,0
DirectByteBufferAllocator.reclaimed,1751140491288000000,1751140551288000000,0
MappedFileStorage.totalPagesMapped,1751140491288000000,1751140551288000000,17
MappedFileStorage.totalBytesMapped,1751140491288000000,1751140551288000000,206831616
DirectByteBufferAllocator.misses,1751140491288000000,1751140551288000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1751140491288000000,1751140551288000000,140568
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1751140491288000000,1751140551288000000,105529344
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1751140491288000000,1751140551288000000,0
DirectByteBufferAllocator.disposed,1751140491288000000,1751140551288000000,0
StorageLockContext.competingThreads.max,1751140491288000000,1751140551288000000,0
workspaceModel.init.bridges.ms,1751140491288000000,1751140551288000000,0
workspaceModel.full.replace.project.model.ms,1751140491288000000,1751140551288000000,0
workspaceModel.updates.count,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.init.ms,1751140491288000000,1751140551288000000,0
workspaceModel.loading.total.ms,1751140491288000000,1751140551288000000,0
workspaceModel.check.recursive.update.ms,1751140491288000000,1751140551288000000,0
workspaceModel.loading.from.cache.ms,1751140491288000000,1751140551288000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.instances.count,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1751140491288000000,1751140551288000000,0
workspaceModel.replace.project.model.ms,1751140491288000000,1751140551288000000,0
workspaceModel.initializing.ms,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValue.from.cache.count,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1751140491288000000,1751140551288000000,0
workspaceModel.update.unloaded.entities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.updates.ms,1751140491288000000,1751140551288000000,0
workspaceModel.pre.handlers.ms,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValueWithParameters.clear.count,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValue.total.get.count,1751140491288000000,1751140551288000000,0
workspaceModel.to.snapshot.ms,1751140491288000000,1751140551288000000,0
workspaceModel.on.changed.ms,1751140491288000000,1751140551288000000,0
workspaceModel.collect.changes.ms,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValue.clear.count,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1751140491288000000,1751140551288000000,0
workspaceModel.cachedValue.calculated.count,1751140491288000000,1751140551288000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1751140491288000000,1751140551288000000,0
workspaceModel.updates.precise.ms,1751140491288000000,1751140551288000000,0
workspaceModel.on.before.changed.ms,1751140491288000000,1751140551288000000,0
FlushQueue.queueSize90P,1751140491288000000,1751140551288000000,0
FlushQueue.executionTimeAvgNs,1751140491288000000,1751140551288000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1751140491288000000,1751140551288000000,12
AWTEventQueue.eventsDispatched,1751140491288000000,1751140551288000000,0
FlushQueue.queueSizeAvg,1751140491288000000,1751140551288000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1751140491288000000,1751140551288000000,0
AWTEventQueue.dispatchTime90PNs,1751140491288000000,1751140551288000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1751140491288000000,1751140551288000000,18
ReadAction.executionsCount,1751140491288000000,1751140551288000000,27
FlushQueue.queueSizeMax,1751140491288000000,1751140551288000000,0
FlushQueue.waitingTimeAvgNs,1751140491288000000,1751140551288000000,0.0
NonBlockingReadAction.failedExecutionsCount,1751140491288000000,1751140551288000000,0
FlushQueue.executionTimeMaxNs,1751140491288000000,1751140551288000000,0
FlushQueue.waitingTimeMaxNs,1751140491288000000,1751140551288000000,0
FlushQueue.waitingTime90PNs,1751140491288000000,1751140551288000000,0
AWTEventQueue.dispatchTimeAvgNs,1751140491288000000,1751140551288000000,0.0
FlushQueue.executionTime90PNs,1751140491288000000,1751140551288000000,0
NonBlockingReadAction.failedExecutionTimeUs,1751140491288000000,1751140551288000000,0
AWTEventQueue.dispatchTimeTotalNS,1751140491288000000,1751140551288000000,208966025
FlushQueue.tasksExecuted,1751140491288000000,1751140551288000000,0
WriteAction.executionsCount,1751140491288000000,1751140551288000000,0
Indexing.writesQueuedMax,1751140491288000000,1751140551288000000,0
Indexing.writer_4.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexing.totalTimeIndexersSleptMs,1751140491288000000,1751140551288000000,0
Indexing.writer_6.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexes.entries.lookups,1751140491288000000,1751140551288000000,0
Indexing.cache.totalCacheEvicted,1751140491288000000,1751140551288000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexes.stubs.lookups,1751140491288000000,1751140551288000000,0
Indexing.cache.totalCacheAccesses,1751140491288000000,1751140551288000000,0
Indexing.writer_5.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexing.cache.totalCacheMisses,1751140491288000000,1751140551288000000,0
Indexes.allKeys.lookups,1751140491288000000,1751140551288000000,0
Indexing.writesQueuedMin,1751140491288000000,1751140551288000000,9223372036854775807
Indexes.stubs.lookupDuration90PMs,1751140491288000000,1751140551288000000,0.0
Indexes.stubs.lookupDurationMaxMs,1751140491288000000,1751140551288000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexes.allKeys.lookupDuration90PMs,1751140491288000000,1751140551288000000,0.0
Indexes.entries.lookupDurationMaxMs,1751140491288000000,1751140551288000000,0.0
Indexes.entries.lookupDurationAvgMs,1751140491288000000,1751140551288000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1751140491288000000,1751140551288000000,0.0
Indexes.stubs.lookupDurationAvgMs,1751140491288000000,1751140551288000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1751140491288000000,1751140551288000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexing.writer_7.totalTimeSpentWritingMs,1751140491288000000,1751140551288000000,0
Indexes.entries.lookupDuration90PMs,1751140491288000000,1751140551288000000,0.0
cacheStateStorage.set.counter,1751140491288000000,1751140551288000000,0
cacheStateStorage.set.duration,1751140491288000000,1751140551288000000,0
cacheStateStorage.get.duration,1751140491288000000,1751140551288000000,0
cacheStateStorage.get.counter,1751140491288000000,1751140551288000000,0
MEM.fileMappingsRamBytes,1751140491288000000,1751140551288000000,11194368
JVM.totalTimeAtSafepointsMs,1751140491288000000,1751140551288000000,0
JVM.totalBytesAllocated,1751140491288000000,1751140551288000000,65445408
JVM.maxThreadCount,1751140491288000000,1751140551288000000,367
JVM.totalSafepointCount,1751140491288000000,1751140551288000000,0
OS.loadAverage,1751140491288000000,1751140551288000000,0.83
JVM.totalDirectByteBuffersBytes,1751140491288000000,1751140551288000000,220267537
JVM.totalCpuTimeMs,1751140491288000000,1751140551288000000,2960
JVM.totalTimeToSafepointsMs,1751140491288000000,1751140551288000000,0
MEM.ramPlusSwapMinusFileMappingsBytes,1751140491288000000,1751140551288000000,3748925440
MEM.ramMinusFileMappingsBytes,1751140491288000000,1751140551288000000,3748925440
JVM.usedNativeBytes,1751140491288000000,1751140551288000000,678338032
MEM.ramBytes,1751140491288000000,1751140551288000000,3760119808
JVM.GC.collectionTimesMs,1751140491288000000,1751140551288000000,0
JVM.newThreadsCount,1751140491288000000,1751140551288000000,1
JVM.usedHeapBytes,1751140491288000000,1751140551288000000,1077924008
JVM.maxHeapBytes,1751140491288000000,1751140551288000000,2147483648
JVM.committedHeapBytes,1751140491288000000,1751140551288000000,2147483648
JVM.GC.collections,1751140491288000000,1751140551288000000,0
JVM.threadCount,1751140491288000000,1751140551288000000,148
jps.facet.change.listener.process.change.events.ms,1751140551288000000,1751140611288000000,0
jps.modifiable.module.model.bridge.disposing.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1751140551288000000,1751140611288000000,0
workspaceModel.sync.entities.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleBridge.before.changed.ms,1751140551288000000,1751140611288000000,0
jps.project.serializers.load.ms,1751140551288000000,1751140611288000000,0
workspaceModel.global.updates.ms,1751140551288000000,1751140611288000000,0
jps.facet.change.listener.before.change.events.ms,1751140551288000000,1751140611288000000,0
jps.global.get.library.ms,1751140551288000000,1751140611288000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1751140551288000000,1751140611288000000,0
jps.library.entities.serializer.load.entities.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.instances.count,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1751140551288000000,1751140611288000000,0
jps.save.global.entities.ms,1751140551288000000,1751140611288000000,0
jps.project.serializers.save.ms,1751140551288000000,1751140611288000000,0
jps.storage.jps.conf.reader.load.component.ms,1751140551288000000,1751140611288000000,0
jps.global.handle.before.change.events.ms,1751140551288000000,1751140611288000000,0
workspaceModel.load.cache.from.file.ms,1751140551288000000,1751140611288000000,0
workspaceModel.do.save.caches.ms,1751140551288000000,1751140611288000000,0
jps.global.initialize.library.bridges.after.loading.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.entities.ms,1751140551288000000,1751140611288000000,0
jps.load.initial.state.ms,1751140551288000000,1751140611288000000,0
jps.global.initialize.library.bridges.ms,1751140551288000000,1751140611288000000,0
jps.app.storage.content.writer.save.component.ms,1751140551288000000,1751140611288000000,0
jps.modifiable.module.model.bridge.load.module.ms,1751140551288000000,1751140611288000000,0
jps.app.storage.content.reader.load.component.ms,1751140551288000000,1751140611288000000,0
jps.load.project.to.empty.storage.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1751140551288000000,1751140611288000000,0
jps.module.iml.entities.serializer.load.entities.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1751140551288000000,1751140611288000000,0
jps.apply.loaded.storage.ms,1751140551288000000,1751140611288000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1751140551288000000,1751140611288000000,0
workspaceModel.global.apply.state.to.project.ms,1751140551288000000,1751140611288000000,0
jps.global.get.library.by.name.ms,1751140551288000000,1751140611288000000,0
workspaceModel.load.cache.metadata.from.file.ms,1751140551288000000,1751140611288000000,0
jps.reload.project.entities.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1751140551288000000,1751140611288000000,0
jps.save.changed.project.entities.ms,1751140551288000000,1751140611288000000,0
jps.facet.change.listener.init.bridge.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1751140551288000000,1751140611288000000,0
jps.modifiable.module.model.bridge.new.module.ms,1751140551288000000,1751140611288000000,0
jps.library.entities.serializer.save.entities.ms,1751140551288000000,1751140611288000000,0
jps.global.get.libraries.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1751140551288000000,1751140611288000000,0
jps.artifact.entities.serializer.load.entities.ms,1751140551288000000,1751140611288000000,0
jps.module.iml.entities.serializer.save.entities.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1751140551288000000,1751140611288000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1751140551288000000,1751140611288000000,0
workspaceModel.save.cache.to.file.ms,1751140551288000000,1751140611288000000,0
jps.modifiable.module.model.bridge.renaming.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1751140551288000000,1751140611288000000,0
workspaceModel.global.updates.count,1751140551288000000,1751140611288000000,0
jps.artifact.entities.serializer.save.entities.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1751140551288000000,1751140611288000000,0
workspaceModel.orphan.listener.update.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1751140551288000000,1751140611288000000,0
workspaceModel.moduleBridge.update.option.ms,1751140551288000000,1751140611288000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1751140551288000000,1751140611288000000,0
